"post_id";"status";"title";"url_key";"use_comments";"short_content";"full_content";"posted_by";"google_profile";"facebook_profile";"twitter_profile";"meta_title";"meta_tags";"meta_description";"created_at";"updated_at";"published_at";"recently_commented_at";"user_define_publish";"notify_on_enable";"display_short_content";"comments_enabled";"views";"post_thumbnail";"list_thumbnail";"thumbnail_url";"grid_class";"canonical_url"
"15";"2";"The facts about the healthy ingredients in wine";"the-facts-about-the-healthy-ingredients-in-wine";"0";NULL;"<p>If you haven't been advised by your doctor than you have probably seen articles on the healthy ingredients in wine.  Many customers come in and tell me that their doctor tells them to start drinking one glass of wine a day for their health and yet it seems these doctors don't fully explain the reasons behind their prescriptions.</p>
<p>Hopefully I can break down the myths and facts for you and even recommend some good wines that may help.  First, one of the reasons we are just finding out about the effects of wine is because of the history our country holds.  The effects of prohibition and the ban of alcoholic beverages may have hindered the research and slowed the discovery of the fascinating ingredients of  Resveratrol and Quercetin.  </p>
<p>Resveratrol and Quercetin are found in the seeds and skins of grapes and are polyphenols.  You may also find it in other foods such as peanuts and blueberries and in dark red wines.  Unfortunately white wines don't have the same effect as red wines because the skins and seeds are usually green and Resveratrol is mostly found in dark grapes.</p>
<p>The benefits of Resveratrol and Quercetin are many.  Some say it is anti-aging and postpones alzheimers and parkinson disease as well as loss of memory.  It is also known to reduce inflammation and protects the cells in your brain as well as neuron pathways from damage.  Some studies even show the prevention of some cancers and heart disease.  Not only is it an antioxidant but it also purges the body of bad blood cells.  The reason many doctors tell you to drink wine is because wine reduces anxiety and tension and aids in digestion.</p>
<p>A Farmingham heart study in the 1970 showed that moderate wine drinkers had 50% fewer deaths from heart disease than non drinkers.  Did you also know that wine was actually safer to drink than water up until the 18th century.  These are some of the facts behind the healthy benefits of wine but there are a few things to remember when drinking wine.  </p>
<p>Many patients with a cardiac history might be on a once a day tylenol regimen for prevention of strokes but please note that the combination of acetaminophens and ethanol causes liver damage so it isn't wise to mix aspirin and wine.  Another thing to remember is that one or two glasses a day with dinner is the recommended dosage.  </p>
<p>Four or more glasses of wine raises the blood pressure to a level of concern so please don't over indulge.  There are also situations where you shouldn't drink wine such as kidney disease, liver disease, urinary infections and even women with breast cancer due to the strain on the body to absorb the alcohol in wine,  but there are alternatives like grape juice and peanuts as well as eating grapes which contain Resveratrol.</p>";"gitka gitka";NULL;NULL;NULL;"The facts about the healthy ingredients in wine";NULL;"If you haven't been advised by your doctor than you have probably seen articles on the healthy ingredients in wine.  Many customers come in and tell me that their doctor tells them to start drinking";"2019-06-16 06:23:59";"2019-06-16 06:23:59";"2019-06-14 18:23:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"37";NULL;NULL;NULL;"w1";NULL
"16";"2";"A Follow Up on Our Super Tuscan Post";"super-tuscan-follow-up";"0";NULL;"<p>Super Tuscan Is one of the most unrecognized wines in the Italian wine classification system. Before the 1990's the origin of Super Tuscans was rooted from the restrictive DOC practices of the Chianti zone. Due to certain Regulations the producer could not use Chianti as a name on the wine labels. It would be classified as <em>vino da tavola </em>- Italys' lowest wine designation.
</p><p>Today, most super Tuscans use the legal appellation of IGT (Indicazione Geografica Tipica), which gives producers more flexibility than Chianti and other Tuscan DOCs and more prestige than <em>vino da tavola</em>. The wines tend to be modern, big and rich—and often carry a price tag of $100 or more a bottle.
</p><p>Many well known Super Tuscans are based on a ""Bordeaux-blend"", meaning a combination of grapes typical for Bordeaux (esp. Cabernet Sauvignon and Merlot). These grapes are not originally from the region, but imported and planted later. The climate in Tuscany has proven to be very good for these grapes. One of the first successful Super Tuscan based a ""Bourdeaux-blend"" was <em>Sassicaia</em>, by Tenuta San Guido.
</p><p>Super-Tuscan wines can range in taste from very good Chianti-like wines to Bordeaux-type or California Cabernet-type wines, depending on the varying amounts of Sangiovese, Cabernet Sauvignon, Merlot, and so on, and their specific vineyard areas. <a href=""http://www.dummies.com/how-to/content/newer-supertuscan-wines-of-italy.html#glossary-decanter"">Decant</a> young (less than ten years old) super-Tuscan wines two or three hours before serving.
</p><p>So what are Super Tuscan wine? Very simple - they are wines made in Tuscany that are very good to drink and that do not conform to one of the standard wine compositions - meaning the percentage of certain grapes used to make the wine.
</p><p>Here are a few Super Tuscan wines that I enjoy.
</p><ol>
	<li>Ruffino Riserva Ducale Oro Chianti Classico Riserva 2004</li>
	<li>Pio Cesare Barolo 2006 </li>
	<li>Frescobaldi Castelgiocondo Brunello 2004 </li>
	<li>Carpineto Dogajolo Toscano 2009 </li>
	<li>Mazzoni Toscana Rosso 2006 </li>
</ol><p>In case you missed it, <a href=""https://theliquorstore.com/blog/what-is-a-super-tuscan.html"">here's our previous post</a>.
</p><p>To explore many of our other wines, <a href=""https://theliquorstore.com/"">you can find them here</a>.
</p>";"gitka gitka";NULL;NULL;NULL;"A Follow Up on Our Super Tuscan Post";NULL;"Super Tuscan Is one of the most unrecognized wines in the Italian wine classification system. Before the 1990's the origin of Super Tuscans was rooted from the restrictive DOC practices of the";"2019-06-16 16:49:03";"2019-06-16 16:49:20";"2019-06-15 16:49:00";"0000-00-00 00:00:00";"0";"0";"0";"1";"12";NULL;NULL;NULL;"w1";NULL
"17";"2";"Top Rated Wines";"top-rated-wines";"0";NULL;"<h2>Ever wonder what makes a great wine?</h2><p>Many times I often search for hours trying to find a nice bottle of wine to purchase as a gift only to be confused by the wide selection of varietals, types and regions.
</p><p>I have also spent countless hours browsing through the many web pages from online stores that will ship wine.
</p><p>There are so many wines that are considered Top Rated Wines.  I think the first step in picking a great wine is to understand your palate and your preferences.  Some people like Old World Wines while others may like New World Wines.  For those of you who might be novices in wine, I will explain these terms to you.
</p><p>Old World Wines are considered wines from regions that have been making wine for a very long time.  These wines are usually made traditionally under strict government guidelines using particular varietals.
</p><p>Italian wines are considered Old World because some of these wines can be dated back many generations and made in the same traditional way.  These wines can also be described as a certain style or taste and or feeling that you experience when you drink this wine.
</p><p>For example some may enjoy a nice traditional Rhone style wine which describes an Old World wine from France that possesses certain characteristics.  Some of these Old World Wines come from France, Italy, Spain and European Regions.
</p><p>New World Wine refers to wines that are fairly new from up and coming regions that use new techniques or new varietals.  Some of these regions include: <br>
</p><ul>
	<li>The United States</li>
	<li>South Africa</li>
	<li>Australia</li>
	<li>Chile</li>
	<li>And others.</li>
</ul><p>These wines use different techniques and different blends that differ from traditional styles.  There have been some instances where a New World region can produce an Old world Varietal and the term isn’t confined to a region but refers more to the traditional or non traditional way a wine is produced.
</p><p>So once you find your style you can then explore the Top Rated wines from that region.
</p><p>I will try to list these top rated wines according to region to simplify your decision for that perfect wine.
</p><h2>Old World Wines:</h2><h3>Italian Wines:</h3><p>Some of the Top rated wines come from vineyards that have been making wine for a very long time. Some of these wines mastered their skills and it shows in their wines and although some vintages score better than others, all vintages are considered Top Rated.
</p><p>These include: Antinori Tignanello 2006 94 Points, Frescobaldi Castelgiocondo Brunello 2004 95 Points, Tenuta Dell Ornellaia Bolgheri Superiore 2007 99Points, Sassicaia Red 2007 95 Points, Oreno Red Wine 2008 96 Points, Gaja (all styles scored very high).
</p><h3>French Wines:</h3><p>Some of these wines from France are among the best and all scored well above 94 Points.  These are considered Classic and Traditional.  Some of these wines are:
</p><p>Clos des Brusquieres Chateauneuf Du Pape 2007 94 Points, Chateau Montelena Cabernet Sauvignon Estate 2007 94 Points, Chateau Mouton Rothschild Pauillac 2005 96 Points, Domaine Du Grand Tinel Chateauneuf  Du Pape 94 Points.
</p><h3>Wines from Spain:</h3><p>Some of these wines include: Alvear Px Solera 1927 96 Points, Capcanes Montsant Mas Donis Barrica 2007 90 Points, Allende Red Rioja 2005 92 Points, Numanthia Toro 2007 94 Points, Baron De Ley Finca Rioja 2005 91 Points, Bodega El Nido Jumilla Murcia 2006 97 Points.
</p><h2>New World Wines:</h2><h3>California Wines:</h3><p>Some of the California Vineyards and Wineries have developed some Old World Style wines and California is definitely one of the area’s that make some of the world’s best wines.  Some of these Wines include: Joseph Phelps Insignia 2006 95 Points, Altamura Napa Cabernet Sauvignon 2006 94 Points, Rubicon Estate 2006 94 Points, Nickel &amp; Nickel Cabernet Kelham 2007 94 Points, Harlen Estate 2005 97 Points.
</p><h3>Australia</h3><p>Australia’s wine industry is the fourth largest exporter according to Wikipedia and produces different varieties.  The up and coming regions of Australia are really starting to produce some high quality wines which include: Elderton Command Shiraz Barossa 2005 97 Points, Mollydooker Enchanted 2007 95 Points, D’Arenberg, The Dead Arm Shiraz 2006 95 Points.
</p><p>Here are some great suggestions of top quality wines.  You can find these wines at almost any reputable store or online. Hopefully this article has inspired you to experiment and try different wines until you find one that tickles your fancy.  You can find some of these highly rated wines at <a href=""https://theliquorstore.com/"">https://theliquorstore.com/</a>.  Please don’t forget to join the email list for special offers and discounts and if you enjoyed this article, please feel free to read our other fantastic articles at our blog.  As always this is William Winehart wishing you good food, good friends, and good wine….
</p><p>Related Post: <a href=""https://theliquorstore.com/blog/best-seller-wines.html"">What Makes a ""Best-Seller"" Wine?</a>
</p>";"gitka gitka";NULL;NULL;NULL;"Top Rated Wines";NULL;"Ever wonder what makes a great wine?Many times I often search for hours trying to find a nice bottle of wine to purchase as a gift only to be confused by the wide selection of varietals, types and";"2019-06-16 16:59:46";"2019-06-16 17:13:13";"2019-06-16 16:59:00";"0000-00-00 00:00:00";"0";"0";"0";"1";"12";NULL;NULL;NULL;"w1";NULL
"18";"2";"An Overview on Syrah: Shiraz, Wine Pairings, Regions, & More";"syrah-overview";"0";NULL;"<p>Syrah or Shiraz is a dark-skinned grape grown throughout the world and primarily used to produce powerful red wines. Whether sold as Syrah or Shiraz, these wines enjoy great popularity.</p><p>Syrah is used as a varietal and is also blended. Following several years of strong planting, Syrah was estimated in 2004 to be the world's 7th most grown grape. </p><p>It is called Syrah in its country of origin, France, as well as in the rest of Europe, Argentina, Chile, New Zealand, Uruguay and most of the United States. </p><p>The name Shiraz became popular for this grape variety in Australia, where it has long been established as the most grown dark-skinned variety. In Australia it was also commonly called Hermitage up to the late 1980s, but since that name is also a French Protected designation of origin, this naming practice caused a problem in some export markets and was dropped. </p><p>The name Shiraz for this grape variety is also commonly used in South Africa and Canada.</p><p>Syrah continues to be the main grape of the Northern Rhône and is associated with classic wines such as Hermitage, Cornas and Côte-Rôtie. In the Southern Rhône it is used as a blending grape in such wines as Châteauneuf-du-Pape, Gigondas and Côtes du Rhône, where Grenache usually makes up the bulk of the blend. </p><p>Although its best incarnations will age for decades, less-extracted styles may be enjoyed young for their lively red and blueberry characters and smooth tannin structure. </p><p>Syrah has been widely used as a blending grape in the red wines of many countries due to its fleshy fruit mid-palate, balancing the weaknesses of other varieties and resulting in a ""complete"" wine.</p><p>From the 1970s and even more from the 1990s, Syrah has enjoyed increased popularity, and plantings of the variety has expanded significantly in both old and new locations. In the early 2000s, it broke into the top 10 of varieties planted worldwide for the first time.</p><p>Shiraz is known for its spicy blackberry, plum, and peppery flavors. </p><p>Often there are additional notes of licorice, bitter chocolate and mocha. Shiraz is even affected by growing temperature - warmer climates bring out the mellower flavors of plum, while cooler temperatures spice up the wine.</p><p>Shiraz can be made in a fruity style, which many ""sweet"" wine drinkers enjoy. It can also be made in a dry style.</p><p>If you would like to try a Syrah or Shiraz, here are our suggestions:</p><ul><li>Cimicky Trumps Shiraz        </li><li>Greg Norman Shiraz</li><li>BV Syrah </li><li>Two Hands Shiraz</li></ul><p>All the above wines can be found at <a href=""https://theliquorstore.com/"">TheLiquorStore.com</a></p><p>Previous post: <a href=""https://theliquorstore.com/blog/super-tuscan-follow-up.html"">Super Tuscan Follow Up</a></p>";"gitka gitka";NULL;NULL;NULL;"An Overview on Syrah: Shiraz, Wine Pairings, Regions, & More";NULL;"Syrah or Shiraz is a dark-skinned grape grown throughout the world and primarily used to produce powerful red wines. Whether sold as Syrah or Shiraz, these wines enjoy great popularity.
Syrah is";"2019-06-16 17:07:33";"2019-06-16 17:08:02";"2019-06-17 17:07:00";"0000-00-00 00:00:00";"0";"0";"0";"1";"19";NULL;NULL;NULL;"w1";NULL
"19";"2";"Types of Red Wine";"types-of-red-wine";"0";NULL;"<p>Many people when asked prefer red wine over white but many people don't know the different types of red wines there are.  </p><p>Wines are labeled or classified according to the grapes and the areas they are produced from.  Varietal wines usually have one variety and is named after the grape.</p><p>Many red wines share similar characteristics with slight differences that vary from area to area.  <a href=""https://theliquorstore.com/blog/syrah-overview.html"">Shiraz or Syrah</a> is known for its dark color and rich fruity aromas.  Syrah is one of the more common grape varieties. Depending on the area, Syrah is mostly used to produce a spicy dark and complex wine.</p><p><a href=""https://theliquorstore.com/red-wine/zinfandel.html"">Zinfandel</a> is mostly grown in the california area and is known for its depth of flavor.  The sweet high sugar content can be fermented into a high alcohol content.  These grapes are also used to make a white wine called white zinfandel which is rose in color and on the sweeter side.  Believe it or not white zinfandel has six times the sales of red wine in the U.S.</p><p><a href=""https://theliquorstore.com/red-wine/merlot.html"">Merlot</a> is one of the most popular with people due to the soft and light and dry taste it has.  This grape is most commonly used to make blends and other great wines.  Merlot has a medium body with hints of berry plum and currant.</p><p><a href=""https://theliquorstore.com/red-wine/cabernet-sauvignon.html"">Cabernet Sauvignon</a> is the best of the best and is highly known for its health properties.  This is a worldwide acceptable grape and produces a very good dry wine.  Most of the time it is fermented in old oak barrels which gives it a unique flavor.</p><p><a href=""https://theliquorstore.com/red-wine/pinot-noir.html"">Pinot Noir</a> is one of the oldest grapes grown.  Known for its smooth velvety texture it is a light wine and good to drink in warmer seasons.</p><p><a href=""https://theliquorstore.com/red-wine/malbec.html"">Malbec</a> is grown in warmer climates like Argentina and parts of France.  The wine is known to have juicy fruit notes and riper tannins but yet softer and plusher textures.  The wine is violet in color and is used in clarets. France also grows malbec grapes but tend to be bigger than those found in Argentina.  In France it is also known as the rustic version of merlot. </p><p>Well these are some of the reds out there as well as a few more found in Italy like sangiovese and barbera.  Hopefully this article will help you when you choose that next bottle of wine.  This is Billy Wineheart wishing you good food, good friends and great wine.</p><p>You can also further explore our inventory <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Types of Red Wine";NULL;"Many people when asked prefer red wine over white but many people don't know the different types of red wines there are.  
Wines are labeled or classified according to the grapes and the areas they";"2019-06-16 17:12:50";"2019-06-16 17:13:02";"2019-06-18 17:10:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"10";NULL;NULL;NULL;"w1";NULL
"20";"2";"What’s the difference between a Winery and a Vineyard?";"winery-vs-vineyard";"0";NULL;"<p>Many times as I browse the shelves of my favorite wine store, I have read many labels trying to see if the descriptions of the wine could satisfy my palate.
</p><p>I have noticed many times that some bottles may say such and such winery and others say such and such vineyard and that made me a little curious…
</p><p>...I really found it an intriguing detail and so I researched the differences between a Vineyard and Winery.
</p><h2>What is a Vineyard?</h2><p><img src=""https://theliquorstore.com/media/magpleasure/mpblog/upload/b/1/b1af59c0ac20364632635f891415b67d.jpg"" alt="""" width=""290"" height=""218"" style=""float: left; width: 290px; height: 218px; margin: 0px 10px 10px 0px;"">
</p><p>I will start with a Vineyard.  A brief description of a vineyard is a farm, field or land where the grapes used to produce wine are grown. The land where the vines are planted and some of the characteristics of the wine are determined by the terrier or land and the minerals of the soil and climate.</p><p>Some vineyards are small while others are vast and some have gained popularity in different regions and became sort of famous for producing great wines. </p><p> Such regional areas include Napa Valley, Rioja, Mendoza Argentina, Tuscany Italy, Etc.  To be more descriptive, a vineyard is not necessarily the place where the wine is made.  Some vineyards are small and do not have the necessary means to make the wine so they ship out the grapes to a winery to make the wine. </p><p> If a bottle says it is from a vineyard then most likely they are responsible for both growing and production of the wine.</p><h2>What is a Winery?</h2><p><img src=""https://theliquorstore.com/media/magpleasure/mpblog/upload/9/e/9e4687aef18a322199c9eceb2ad9063d.jpg"" width=""279"" height=""212"" alt="""" style=""width: 279px; height: 212px; float: right; margin: 0px 0px 10px 10px;""></p><p>A winery is responsible for the total creation and bottling of a wine.  Everything from de-stemming, crushing, fermentation and bottling are performed at the Winery. </p><p> Many of the bigger Vineyards and Wineries are at the same place.  Some Wineries solely use their own grapes while others may use the grapes from smaller vineyards to mix different varietals with. </p><p> Some of the more famous wineries are Robert Mondavi Winery, Rubicon Estate Wineries, Etc.
</p><p>So there is a difference between Vineyards and Wineries although a majority of Wineries are located on the vineyards they represent.</p><p><a href=""https://theliquorstore.com/blog/types-of-red-wine.html"">Related Post: Types of Red Wine</a></p><p><a href=""https://theliquorstore.com/"">Explore more of our inventory here.</a></p>";"gitka gitka";NULL;NULL;NULL;"What’s the difference between a Winery and a Vineyard?";NULL;"Many times as I browse the shelves of my favorite wine store, I have read many labels trying to see if the descriptions of the wine could satisfy my palate.
I have noticed many times that some";"2019-06-16 17:19:35";"2019-06-16 17:20:53";"2019-06-19 17:19:00";"0000-00-00 00:00:00";"0";"0";"0";"1";"10";NULL;NULL;NULL;"w1";NULL
"21";"2";"What’s the difference between single malt scotch and other whiskies?";"single-malt-scotch-differences";"0";NULL;"<p>Single Malt Scotch means it comes from a single distillery and that it is made from a majority of malted barley unlike other whiskeys made from grain like maze (corn) or cereal blends.
</p><p>In order for a scotch to be named scotch it must be made in Scotland and barreled for at least three years.
</p><p>Single malt scotch is aged much longer which allows the flavors and bouquet to mature and is only made from one distillery and not mixed and carries the name of its origin.
</p><p>There are many differences between Scotch whiskey and Irish whiskey.  There are many types of whiskey but only around four different areas where they make scotch whiskey.
</p><p><b>These types are named:</b>
</p><ul>
	<li>Highland single malts</li>
	<li>Islay single malts</li>
	<li>Lowland single malts</li>
	<li>Speyburn</li>
</ul><p><b>Many highland single malt scotch includes brands like:</b>
</p><ul>
	<li>Clynelish single malt</li>
	<li>Oban single malt</li>
	<li>and Glenmorangie. </li>
</ul><p><b>Lowland single malts include brands like:</b>
</p><ul>
	<li>Glenkinchie single malt 10 yr</li>
	<li>Auchentoshan single malt 10 yr. </li>
</ul><p><b>Islay single malts consist of brands like:</b>
</p><ul>
	<li>Bowmore</li>
	<li>Laphroaig</li>
	<li>Ardbeg</li>
	<li>lagavulin.  </li>
</ul><p>Speyburn makes a  single malt which carries the same name Speyburn.
</p><p>Islays is known for their peaty smokey heavy taste while highlands are lighter.  Single malt scotches are considered more earthy and peaty because they add peat and smoke the barley before making the mash.
</p><p>Many people have different experiences with each but no matter what there is something different about scotch whiskeys as compared to other whiskeys.  Maybe it’s the Scotland waters or the air and climate but they all are great to experience.
</p><p>Now Irish whiskies differ from Scotland in technique and production. Whereas scotch single malts are pot still, Irish single malts are considered pure pot still.
</p><p>Most Irish whiskies are distilled three times and are considered smoother than the Scotch who distill twice and have more smokey overtones from the peat added.  Both the Scotch and the Irish are credited with bringing this spirit to North America.
</p><p>Beside single malt there is also vatted malt which is a blend from different distilleries.
</p><p>In America during the revolutionary war whiskey was used as currency.  Whiskey was eventually taxed and during prohibition many whiskey makers would distill at night to avoid getting arrested which led to the practice of making moonshine.
</p><p>Moonshine contains the spirit that is used to make whiskey and is sometimes referred to as white lightning and was clear like water.  Moonshine contained a  higher alcohol content and was rumored to quench even the devils thirst.
</p><p>In Scotland they pronounce the drink as whisky as compared to Irish and America who pronounce it as whiskey.  Canadian Whiskey is different as they use a majority of rye in their mash which makes for a lighter smoother whiskey.
</p><p>In order to be classified as a Canadian whiskey it must be aged for three years in wooden casks.  It is not dictated that Canadian whiskey contain rye but a majority of Canadian whiskeys do.
</p><p>Curious to know what else TheLiquorStore.com has to offer? <a href=""https://theliquorstore.com/"">Explore our inventory here</a>.
</p><p><a href=""https://theliquorstore.com/blog/is-that-brandy-from-cognac.html"">Related post: Is that brandy from cognac?</a></p>";"gitka gitka";NULL;NULL;NULL;"What’s the difference between single malt scotch and other whiskies?";NULL;"Single Malt Scotch means it comes from a single distillery and that it is made from a majority of malted barley unlike other whiskeys made from grain like maze (corn) or cereal blends.
In order for";"2019-06-16 17:38:11";"2019-06-16 17:38:11";"2019-06-20 17:35:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"19";NULL;NULL;NULL;"w1";NULL
"22";"2";"Which wines go well with pizza?";"wine-pizza-pairing";"0";NULL;"<p>I think many people have asked or wondered what type of wine they should choose when they eat pizza.
</p><p>You can Google it but the amount of answers you may receive may make you <em>more confused</em> than when you first asked your question.
</p><p>To pair wine with pizza is not as simple as you think...
</p><p>...There are many wines with different characteristics as there are pizzas with different styles.
</p><p>You have to first find out what kind of pizza you may be eating.
</p><ul>
	<li>What toppings?  </li>
	<li>What kind of sauce? </li>
</ul><p>Once you have the menu down than you can choose the right wine that will complement the pizza.
</p><p>I am a lover of all different types of pizza and think that it has to have been one of the best creations ever made (next to hot dogs of course…).
</p><p>Many people like myself at one time thought that all Italian wines go well with pizza but there are a few others that might surprise you.
</p><p>What if you were to get a non traditional pizza such as one topped with pineapples and ham, then you would want to try a Riesling or a sweeter wine to complement the pineapples.
</p><p>If your pizza had onions and mushrooms then I would suggest maybe a Chardonnay to pair with the sweetness of the onions.
</p><p>If you are a meat lover and want to put sausage and pepperoni than you might want to consider a nice Sangiovese or a Montepulciano from Italy or even a Pinot Noir to pair with the meat. It will not overpower the pizza and complements the mushrooms to bring out the earthiness of the taste.
</p><p>I think one of the things or rules you should always consider is to not pay more for the wine than the meal.
</p><p><u>Not all the pairings that you read may suit you.</u>
</p><p><b>Everyone’s palate is different and the best wine for you may not be the best for others.</b>
</p><p>Just writing about all of this is actually making me hungry.
</p><p>So next time you have a pizza night for the family, try some of the suggestions and discover how wine can actually make food taste better.
</p><p>As always this is William WineHart wishing you good food, good friends, and great wine..…cheers.
</p><p>Learn more about our wine products <a href=""https://theliquorstore.com/"">here</a>.</p><p>Related post: <a href=""https://theliquorstore.com/blog/types-of-red-wine.html"">Types of Red Wine</a></p>";"gitka gitka";NULL;NULL;NULL;"Which wines go well with pizza?";NULL;"I think many people have asked or wondered what type of wine they should choose when they eat pizza.
You can Google it but the amount of answers you may receive may make you more confused than when";"2019-06-16 17:42:48";"2019-06-16 17:43:51";"2019-06-21 17:40:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"10";NULL;NULL;NULL;"w1";NULL
"23";"2";"​Whiskey, Bourbon, Scotch and Single Malt Scotch.";"whiskey-bourbon-scotch-and-single-malt-scotch";"0";NULL;"<p>I have always wondered what’s the difference between Bourbon, Scotch, and Whiskey…<br>
</p><p>….They are all similar in color and although many may argue, most have similar textures and tastes.
</p><p>I walked into many liquor stores and asked but not too many were able to answer my question.
</p><p>After finally getting all the right answers at <a href=""https://theliquorstore.com/"">TheLiquorStore.com</a> in Brooklyn, I can finally share them with you.
</p><p><b><em>Bourbon (whiskey)</em></b> </p><p>Made mostly in the U.S. from a  mash that is fermented and contains at least 51% corn.  It must contain no more than 160 proof and be aged in new charred oak barrels for at least 2 years.  Kentucky is known to make great bourbon due to the water which is hard and contains limestone.(examples:  Maker's Mark, Jim Beam, Old Grandad)  Named Bourbon from the area it's created. (Bourbon Kentucky)
</p><p><b><em>Scotch (single malt)</em></b> </p><p> Originated in Scotland. Single Malts are made from malted barley and are the product of a single distillery. Scotch is fermented from a mash of malted barley. In Scotland they call it Whisky unlike in Ireland they consider it Whiskey.
</p><p><b><em>Blended scotch (whiskey)</em></b> </p><p>are a mixture of several different malt whiskies (blend of grains), or known as a sour mash plus grain alcohol.
</p><p><b><em>Whiskey (Tennessee)</em></b> </p><p>Made in Tennessee from a mash containing at least 51% corn, then filtered through charcoal before aging. The charcoal makes the whiskey smooth   (examples:  Jack Daniel's, Dickel)
</p><p><b><em>Canadian Whiskey</em></b> </p><p>Made with large quantities of rye and considered smoother.
</p><p><b><em>Irish Whiskey</em></b> </p><p>Is distilled continuously from malted and un-malted barley and other grains. Grain whiskey is lighter, smoother and neutral compared to Irish single malts.  Irish single malts are distilled in a pot still and are made from 100% barley.  Irish whiskey is one of the earliest distilled drinks made in Europe.
</p><p>The key to making a great whiskey is in the water.  Kentucky and Tennessee have great hard limestone water which helps in the fermenting process where once the grain and the water reach their boiling point, the sugars are released and the alcohol turns to vapor to be distilled back into liquid form which is the spirit needed to create the whiskey.</p><p>Usually clear   until added to the barrel where the spirit absorbs a lot of the flavors in the wood which add a caramel, vanilla and other hints of flavors which texture the spirit and turn it into America’s favorite drink.  Please check out City Wine Cellar for their great prices and great customer service. Well until next time ,this is Billy Wineheart wishing you good food, good company and good spirits for life.
</p><p><a href=""https://theliquorstore.com/blog/single-malt-scotch-differences.html"">Related Post: What’s the difference between single malt scotch and other whiskies?</a>
</p>";"gitka gitka";NULL;NULL;NULL;"​Whiskey, Bourbon, Scotch and Single Malt Scotch.";NULL;"I have always wondered what’s the difference between Bourbon, Scotch, and Whiskey…
….They are all similar in color and although many may argue, most have similar textures and tastes. 
I walked";"2019-06-16 17:47:54";"2019-06-16 17:50:22";"2019-06-22 17:47:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"10";NULL;NULL;NULL;"w1";NULL
"24";"2";"White Wine Pairings: Basics, Examples, and Tips";"white-wine-pairings";"0";NULL;"<p><em>All in all there is no exact science to food pairing wine.  </em>
</p><p><b><u>In the end it is what your taste buds like.</u></b>
</p><p>Some tend to compliment spices and flavors where others tend to counter them in contrast with opposing flavors.  I suggest exploring with different wines until you find your style.
</p><p>White wines are light and work very well with light dishes.  They range from oaky to sweet and everything in between.
</p><p>Wines were always served with food and at times were safer to drink than the water.  Over the years as the dishes and recipes grew so did the winemaking techniques and so became the art of food pairing.
</p><h2>Chardonnay</h2><p>This green grape is commonly known to have such flavors as terroir and oak.  Sometimes buttery, it is an important component for Champagnes and sparkling wines.  Chardonnay can pair with a wide selection of foods but goes well with poultry, cheeses, pineapples and white cream sauces. Even smoked fishes work well with Chardonnay.
</p><h2>Sauvignon Blanc</h2><p>This grape sometimes known as fume blanc has dry and citrus characteristics to it.  Typically light to medium bodied ,this wine has acidity and so it works well with vegetable dishes, salads, sushi, Thai foods, and light poultry.  Please note that some Sauvignon Blanc’s have more lemony flavors while others have more earth and mineral tones.  Read the labels and experiment.  Oyster lovers swear by this wine.
</p><h2>Pinot Grigio</h2><p>Sometimes referred to as Pinot Gris, this wine is dry and light.  Usually opened at the start of a meal it is Italy’s most popular white wine.  Great with cheeses and light pasta dishes with white cream sauces, the high acidity makes it disagree with highly acidic foods like lemons or tomatoes.
</p><h2>Moscato</h2><p>Muscatel or Muscat d’asti loves to pair with fruit dishes.  Very sweet, this grape varietal is used to make raisins.  Mostly found in sparkling wines, it works well with dessert,fruits and honey.  It does have lower alcohol than other white wines and is often consumed after the main course. Much sweeter than Riesling it is a delicious wine.
</p><h2>Riesling</h2><p>Mostly grown in colder regions, Rieslings have great aromas of apples and fruits.  This grape is often used to make a semi sweet wine.  The natural high acidity makes Riesling is capable of aging but often consumed young.  It goes well with spicy foods, Chinese, Thai, Pork, etc.
</p><p>Of course there are white wines from other countries not mentioned here like white Bordeaux’s, Vino Verde, and Chablis which you can fit into one of the categories above due to the texture and body of these wines.
</p><p>Don’t get absorbed with the pairings and make sure you have fun with it.  Explore and find your combo.  Please feel free to add your comments or food pairings with us and again I thank you on behalf of the staff.  This is William Wineheart wishing you good food, good friends and good wine. Enjoy
</p><p><br><br>
</p><p><br><br><br>
</p>";"gitka gitka";NULL;NULL;NULL;"White Wine Pairings: Basics, Examples, and Tips";NULL;"All in all there is no exact science to food pairing wine.  
In the end it is what your taste buds like.
Some tend to compliment spices and flavors where others tend to counter them in contrast";"2019-06-16 17:55:01";"2019-06-16 17:55:01";"2019-06-23 17:52:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"8";NULL;NULL;NULL;"w1";NULL
