"page_id";"title";"root_template";"meta_title";"meta_keywords";"meta_description";"identifier";"is_active";"layout_update_xml";"is_new";"is_sale";"is_sale_by_rule";"include_type";"include_sku";"category";"attributes";"stock_less";"stock_more";"stock_status";"layout_heading";"layout_file";"layout_file_name";"layout_file_alt";"layout_description";"layout_static_top";"layout_static_bottom";"include_navigation";"columns_count";"include_menu";"include_menu_position";"default_sort_by";"advanced_filter_condition";"conditions_serialized";"layout_footer";"is_hide_condition_filters";"custom_design"
"22";"Dominant Varietal / Aglianico";"one_column";"Buy Aglianico Online Today";NULL;"We have a wide variety of Aglianico for sale. Experience the savory white pepper, black cherry, and smoky flavors of Aglianico with a BBQ based meal.";"wine-varietal/aglianico";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p dir=""ltr""><span>Aglianico is a black grape known to originate from Greece but is now grown in Campania, and the Basilicata areas of Italy. &nbsp;The name derives from the Latin word Vitis hellenica which means &ldquo;Greek Vine&rdquo;. In Ancient Rome, Aglianico and Greco were the components of a wine called Falernian. Greco is grown today as Greco di Tufo. &nbsp;The grape has recently been planted in Texas, California and even in Australia in warm sunny conditions. Known to ripen late, these vines tend to thrive in volcanic soil. Wines made with this varietal are usually full bodied and have great aging potential. &nbsp;As it ages the tannins balance out and the wine becomes more approachable. This red wine has a very dark, deep color with plum, coffee and chocolate aromas. These wines are usually more affordable than Barolos and Amarones and great to hold on to for a couple of years. &nbsp;Great wines to pair with foods like roasts and game. The grape was called Ellenico which is Italian for &ldquo;Greek&rdquo;. Aglianico grows best around the region of Mount Vulture which produces Aglianico del Vulture because volcanic mineral in the soil let these vines thrive. As a young wine, Aglianico is very tannic and concentrated. Known under different names such as Aglianico di Puglia, Aglianico Amaro, Aglianico di Taurasi, Aglianico di Castellaneta. </span></p>
<p><a href=""https://theliquorstore.com/wine-varietal/albarino""><span>Up Next: Albarino</span></a></p>
<p>Learn more about our wine, whiskey, and liquor products <a href=""https://theliquorstore.com/"">at our homepage</a>.</p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""603"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"23";"Dominant Varietal / Albarino";"one_column";"Buy Albarino Online Today";NULL;"We have a wide variety of Albarino for sale. Discover Albarino's citrus flavors, dry taste, and fine-drawn saltiness that pair well with seafood.";"wine-varietal/albarino";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p dir=""ltr""><img height=""123"" src=""https://lh6.googleusercontent.com/TMae2Zh_ZV2pRKYwcFD1Ugyf2rMoZfWTyuN51o8l_feLxY_wYmh5imRsbPZESfzQOOaKWxkYOYdX7ADkqMBqt6sJXvSur9MyUfA-5N-YF6oVkayBcMmHhjpakWT_iHN1"" style=""float: left;"" width=""195"" /><span>Albarino is a white grape varietal. &nbsp;It is the primary grape used to make dry white wine. &nbsp;A majority of the grapes in Albarino are grown in the Riax Biaxes, located in the lower inlets section of the Galicia region of Northwestern Spain. &nbsp;In fact, Albarino is Galician name for grape. Albarino is also grown in Moncao, a region in Portugal. The Albarino grape is also known as Alvarinho in Portugal and used to make Vino Verde. </span></p>
<p dir=""ltr""><span><img height=""121"" src=""https://lh3.googleusercontent.com/WbxLNW9dMsMePWojursqS7-eplVf5rA8Kz2ImhdYC0Z20Tyh6xAxKYI-QLGlop0cjcMfW1R3A337STCij8xi_eLckJwwi7oAIE4jYdv3ifhy6z26r5lLq5dbsKLjZ3bU"" style=""float: right;"" width=""197"" /></span></p>
<p dir=""ltr""><span>The Riax Baixes region is generally cool and moist with lots of wind and rain. &nbsp;The climate can often bring the onset of mildew and mold so the vines are trained high and opened to allow the circulation of air to dry the grapes. &nbsp;This prevents the grapes from the threat of rot, mildew and other fungal diseases. The aromas from this thick skinned grape are intense with scents of peaches, apples, flowers and almonds. &nbsp;</span></p>
<p dir=""ltr""><span> Albarino wines are great to pair with seafood because they are light and high in acidity with the alcohol level of 11.5% to 12.5%. &nbsp;There is a bit of bitterness or tartness because of their thick skin and large number of pips, but nonetheless, very refreshing. Albarino wine goes very well with any kind of seafood. &nbsp;&nbsp;</span></p>
<p dir=""ltr""><span>There are some things to consider before choosing Albarino wine: They should be consumed young and do not age very well. &nbsp;Albarino is now produced in many other regions for those interested in a nice clean, crisp and rich wine. Australian winemakers recently discovered through DNA tests that their Albarino was incorrectly labeled and are actually a similar grape called Savagnin from France so the majority of Albarino wine from Australia is actually Savagnin.</span></p>
<p dir=""ltr""><a href=""https://theliquorstore.com/wine-varietal/carignan-carinena""><span>Up Next:&nbsp;</span><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Carignan / Carinena&quot;}"">Carignan / Carinena</span></a></p>
<p dir=""ltr"">TheLiquorStore.com has many more products besides wine, including whiskey, liquor, accessories, and gifts. <a href=""https://theliquorstore.com/"">Learn more about our inventory here.</a></p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""124"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"24";"Dominant Varietal / Carignan / Carinena";"one_column";"Buy Carignan / Carinena Online Today";NULL;"We have a wide variety of Carinena for sale. Carinera has dried cranberry, raspberry, and licorice flavors that pair well with poultry dishes, or beef briskets.";"wine-varietal/carignan-carinena";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p>Carinena is one of the oldest DO regions in Spain. The DO regions were established in 1932. The ancient Romans founded Carae in 50 B.C. where the locals were originally producing mead since the 3rd century. The climate of the region is very extreme. Extreme summer heat and cold hail storms cause many problems for grape growers. The northerly winds benefit the crop by keeping the humidity low. It is said that the varietal Carignan originated from this region and is used mostly in blended wines. The Carignan varietal has been known to produce high yields even with the high sensitivity to mildew and rot. Difficult to harvest, these grapes are often used to add deep coloring to a blend. A majority of the vineyards are relatively high in altitude and scattered along the plains of the Ebo river. Due to changes in the market, Carinena rearranged their wine production by experimenting with international varietals such as Cabernet Sauvignon, Merlot and Syrah. Full bodied with good acidity, these grapes are great for Cuvees. They age well and develop complexity and harmony over time. During the middle ages Monks picked up Carinena&rsquo;s winemaking techniques and expanded the area for cultivation. Carinena&rsquo;s wines are known for their quality throughout Spain and in September there is a festival where the town&rsquo;s central fountain dispensed wine instead of water which originated from the 1585 visit of King Philip the 2nd. Carinena lies about 30 miles southwest of Zaragosa and the soil conditions vary. The region is located in the province of Zaragoza and covers an area of 16,600 hectares. The region produces 72.6 million liters of wine annually. Carinena, the grape is not the dominate varietal of the region and comes in second to Garnacha. This region was one of the most popular of the Aragon D.</p>
<p><a href=""https://theliquorstore.com/wine-varietal/fiano"">Up Next: Fiano</a></p>
<p>Curious to know more about what wines, liquors, or whiskey we offer? <a href=""https://theliquorstore.com/"">Learn more here.</a></p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""410"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"25";"Dominant Varietal / Fiano";"one_column";"Buy Fiano Online Today";NULL;"We have a wide variety of Fiano for sale. Experience the honey and spicy nut flavors of Fiano which pairs well with fish, shellfish, chicken, pork, and veal.";"wine-varietal/fiano";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p>Fiano is the name for a white grape from Italy. These grapes are primarily grown in the southern most part of the country in the regions known as Campania and Sicily. Fiano is a strong flavored grape with a long history behind it. Legends believe it to be the same grape that the Romans made Apianum from and you may even see the name turn up on some wine labels of Fiano di Avellino. The unfortunate part about Fiano grapes is that they produce low yields despite its strong flavor. The thick skinned and small grapes give off little juice which is why it isn&rsquo;t more prevalently grown. The status of DOCG was given to the region for Fiano based wines around Avellino. The most popular of wines to carry this grape is Fiano di Avellino in which 85% of Fiano grapes must be used to make the wine. The Roman name Apianum may be added to the label to show the historical value on this varietal. Although the grapes are grown mostly in Campania and Sicily, other regions are starting to grow Fiano, like Mclaren Vale, Australia. The wines produced from these grapes are very aromatic with notes of honey that develop in time and become spicier and nutty flavored. Modern wine making techniques have improved quality and freshness but some producers like to stick to traditional techniques.</p>
<p><a href=""https://theliquorstore.com/wine-varietal/gruner-veltliner"">Up Next: Gruner Veltliner</a></p>
<p>If you'd like to explore other wine, liquor, or whiskey product, <a href=""https://theliquorstore.com/"">visit our homepage here</a>.</p>
<p></p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""643"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"26";"Dominant Varietal / Gruner Veltliner";"one_column";"Buy Gruner Veltliner Online Today";NULL;"We have a wide variety of Gruner Veltliner for sale. Experience the pleasant citrus and grapefruit aromas of Gruner Veltliner, which pair well with most dishes.";"wine-varietal/gruner-veltliner";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p>Gruner Veltliner is a white varietal grape grown in the region of Austria, Czech Republic. Gruner can be traced back to Roman times and the name comes from a village in Northern Italy named Valtellina (Veltlin). The name first appeared around 1855 and was finally established as the standard name in the 1930&rsquo;s. Before establishing its name, it was called by Gruner Muskateller and Weibgipfler. DNA tests have confirmed Traminer as being one of the parent varietals of Gruner. Like Riesling, Gruner adapts easily to many different soil types. This wine is very good with all different types of foods. It enhances and goes with just about everything. Gruner possesses a very pleasant citrus and grapefruit aroma with spices of ground white pepper. In Austria it is tradition to drink with food and to drink as early as possible even though these wines have the ability to age well. Once primarily grown in Czech Republic, Austria and Slovak Republic, Gruner Veltliner is grown in the U.S., New Zealand, and a few other areas as well.</p>
<p><a href=""https://theliquorstore.com/wine-varietal/pinot-bianco-pinot-blanc"">Up Next: Pinot Bianco</a></p>
<p>Further explore our wine, liquor, and whiskey catalog <a href=""https://theliquorstore.com/"">here</a>.&nbsp;</p>
<p></p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""272"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"27";"Dominant Varietal / Pinot Bianco / Pinot Blanc";"one_column";"Buy Pinot Bianco / Pinot Blanc Online Today";NULL;"We have a wide variety of Pinot Blanc for sale. Experience the citrus, melon, pear, and apricot flavors of Pinot Blanc which pairs well with seafood.";"wine-varietal/pinot-bianco-pinot-blanc";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p>Pinot Blanc is a relative or more of a genetic mutation of the Pinot Noir Varietal. This white wine grape sometimes becomes unstable and mutates and bears black fruit. This full bodied white wine is largely grown in Alsace, France where it is used in both sparkling and still white wines. Pinot Blanc was originally blended in Champagnes and Burgundy wines. Pinot Blanc goes by many different names depending on the region. Some of the other names it is known by are Weissburgunder, Feher Burgundi, Pinot Blanco and Rulandske Bile. Some of the winemakers in the U.S. use similar techniques to those used to make Chardonnay which include malolactic fermentation and stored in new oak. Pinot Blanc pairs well with poultry, some seafood, light medium sauces and mild cheese. Many of the wines that are labeled Pinot Blanc are not 100% pure Pinot Blanc and are actually a blend of Auxerrois or Pinot Gris. Most of the full bodied Pinot Blanc wines from the region of Alsace have some Auxerrois grapes and posses a smokey and more persistent acidity.</p>
<p><a href=""https://theliquorstore.com/wine-varietal/dolcetto"">Up Next: Dolcetto</a></p>
<p><a href=""https://theliquorstore.com/"">Learn more about our inventory here.</a></p>
<p></p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""259"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"28";"Dominant Varietal / Dolcetto";"one_column";"Buy Dolcetto Online Today";NULL;"We have a wide variety of Dolcetto for sale. Experience the black cherry and licorice flavors of Dolcetto which pairs well with pizza and pasta.";"wine-varietal/dolcetto";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p dir=""ltr""><span>Dolcetto is mostly from the area of Piedmont region of Italy. &nbsp;This black wine grape known as Dolcetto which is translated as &ldquo;little sweet one&rdquo;, has a unknown history filled with theories. &nbsp;One theory is that the grape originated from France around the 11</span><span>th</span><span> century from the Monferrato region. &nbsp;Other stories suggest the origins come from the Pied</span></p>
<p dir=""ltr""><span>montese village of Dogliani and known under the names &ldquo;Duzet&rdquo; and &ldquo;Duset.&rdquo; &nbsp;The Italian red wines that come from the Langhe region use the Dolcetto grape variety. &nbsp;In 1974 these wines gained a DOC rating. The rating was then replaced with a DOCG rating in 2005 and a requirement of aging for at least one year is required. &nbsp;Dolcetto&rsquo;s have flavors that consist of black cherry, and licorice. While the translation of the name refers to sweetness, it actually is a dry wine, very tannic and dark colored. &nbsp;This light bodied red wine pairs well with pizza and pasta. </span></p>
<p><a href=""https://theliquorstore.com/wine-varietal/petit-verdot""><span>Up Next: Petit Verdot</span></a></p>
<p><a href=""https://theliquorstore.com/"">Further explore our inventory here.</a></p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""283"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"29";"Dominant Varietal / Petit Verdot";"one_column";"Buy Petit Verdot Online Today";NULL;"We have a wide variety of Petit Verdot for sale. Experience the violet and leather flavors of Petit Verdot which pairs well with red meat and aged cheeses.";"wine-varietal/petit-verdot";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p>Petit Verdot is a red wine grape used generally in Bordeaux blends. This grape ripens very slowly and is added to other wines mostly to add tannins, flavor and color to blends. The origins of Petit Verdot are a mystery but this varietal predates Cabernet Sauvignon in Bordeaux. In France, Petit Verdot is found in the Medoc area where it is added to give structure to classic Bordeaux. The name Petit Verdot means &ldquo;small green&rdquo; which becomes problematic because the berries sometimes don&rsquo;t develop properly without the right weather during flowering. This traditional black grape is used to add spice, dark color and powerful heavy tannins. Small batches of Petit Verdot are planted due to late ripening and short seasons make it difficult for a successful harvest. The characteristics of Petit Verdot are deep, purple color, with flavors of violet and leather. 2004 and 2006 were considered excellent years for Petit Verdot. This wine is best paired with red meats, and aged cheeses as well as big bold flavored foods.</p>
<p><a href=""https://theliquorstore.com/wine-varietal/petite-sirah"">Up Next: Petite Sirah</a></p>
<p><a href=""https://theliquorstore.com/"">Browse our other products here.</a></p>
<p></p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:4:""1545"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"30";"Dominant Varietal / Petite Sirah";"one_column";"Buy Petite Sirah Online Today";NULL;"We have a wide variety of Petite Sirah for sale. Experience the spicy and plummy flavors of Petite Sirah which pairs well with short ribs or hamburgers.";"wine-varietal/petite-sirah";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p>Petite Sirah sometimes mistaken as Petite Syrah is a red wine grape that also goes by the name Durif. All these names are interchangeable and are grown mostly in California, Australia, Israel and France. In California, 90% of the Durif grapes are labeled &ldquo;Petite Sirah&rdquo;. It is a spicy, plumy flavored and tannic wine. The name Durif comes from a botanist named Francois Durif in 1880. The top leading producers of Durif are Australia and California. Produced as a varietal but sometimes found blended with Zinfandel and during times when Cabernet Sauvignon and Pinot Noir had low yields of production, Petite Sirah would be used to blend and strengthen the wine. Petite Syrah, not to be mistaken with Petite Sirah actually refers to a small yield of the Syrah grape. In 1978 Syrah was introduced in California and &ldquo;Petite Syrah&rdquo; was referred to a small berry clone of the Syrah grape. The wine is dark, inky and very tannic. The bouquet has a pepper over tones and very acidic. This wine is actually darker than Syrah and offers brightness with great aging ability. The wine is actually very rewarding if cellared for a long time. There is a certain mystery when it comes to the exact origins of this grape. There is a difficulty in growing these grapes due to them clustering together which can make them easily susceptible to rot. If you like a full bodied, black, inky wine, this is the wine for you.</p>
<p><a href=""https://theliquorstore.com/wine-varietal/trebbiano"">Up Next: Trebbiano / Ugni Blanc / Rossola Brandica</a></p>
<p>Learn more about our wine, liquor, or whiskey products <a href=""https://theliquorstore.com/"">here</a>.&nbsp;</p>
<p></p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""519"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"31";"Dominant Varietal / Trebbiano / Ugni Blanc / Rossola Brandica";"one_column";"Buy Trebbiano / Ugni Blanc / Rossola Brandica Online Today";NULL;"We have a wide variety of Trebbiano for sale. Trebbiano is a dry wine with clean fruit and a faint of bitter finish which pairs well with seafood and white meats.";"wine-varietal/trebbiano";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p>Trebbiano grapes, originating from the East Mediterranean, are the most widely grown white grape varieties and second most widely grown grapes in the world. Trebbiano grapes were soon noted by the Romans, and now they accounts for approximately third of all white wine in Italy. In fact, it is very rare to find a white wine that isn&rsquo;t blended with Trebbiano grapes. Due to its neutral flavoring profile, several red wines produced in Italy are blended with Trebbiano grapes as well. They grow very well across Tuscany and elsewhere in central Italy, and spread its commonality to France. In France, Trebbiano grapes are known as Saint Emilion and Ugni Blanc. Because of the high yields and mild if not undistinguishable flavoring compare to other grape varieties, Trebbiano quickly spread to other regions of the world where there are sun-drenched hills that are hot during the day and cool at night. For example, in Bulgaria and Portugal, Trebbiano grapes are known as Thalia, and in Australia, they are called white hermitage. White wines made from Trebbiano grapes are dry with clean fruit and a faint of bitter finish. They are high in acidity which makes them important in Cognac production. Trebbiano white wines have medium alcohol content. These profiling makes Trebbiano white wines a perfect match for any seafood, salads, white meats, and light appetizers. It is best to drink Trebbiano white wines while they are young, for they do not age well.</p>
<p><a href=""https://theliquorstore.com/wine-varietal/cortese"">Up Next: Cortese</a></p>
<p><a href=""https://theliquorstore.com/"">Return to the homepage.</a></p>
<p></p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""291"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"32";"Dominant Varietal / Cortese";"one_column";"Buy Cortese Online Today";NULL;"We have a wide variety of Cortese for sale. Experience the light flavors and mild acidity of Cortese which pairs well with fish, salads, and light dishes.";"wine-varietal/cortese";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p>Cortese is a white Grape varietal from the Piedmont region. Some of these grapes are also found in the Lombardy region as well as the DOC regions of Veneto. This varietal has a long history dating back to as early as 1659. Prized for its resistance to diseases and its ability to produce large yields of high quality wine, Cortese was widely cultivated. This wine has light flavors and moderate acidity. Cortese can now be found with the DOCG wine Cortese di Gavi. Long favored by restaurants in Genoa, this wine pairs well with the delicate flavors of fish, salads, and light dishes. These grapes grow well in the hills and goes by other names such as: Cortese di Gavi.</p>
<p>The fragrances are steely and dry on the palate and can develop intense richness with medium aging. Cortese is considered the jewel in the crown for Piedmont. Gavi was the first white wine to rank in the top of Italian white wines. A spumante version is also made and pairs well with seafood and light dishes. Wine that has Gavi on their label must contain grapes from the township of Gavi. Cortese is believed to be native to Alessandria. It is fragile and ripens early but if maintained, can produce great wine. Drinks well young and has an intense straw color with delicate aroma and a dry harmonious palate. Tutidi Cortese is a good white wine that contains the Cortese grapes.</p>
<p><a href=""https://theliquorstore.com/wine-varietal/mencia"">Up Next: Mencia</a></p>
<p><a href=""https://theliquorstore.com/"">Learn more about our inventory here.</a></p>
<p></p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""451"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"33";"Dominant Varietal / Mencia";"one_column";"Buy Mencia Online Today";NULL;"We have a wide variety of Mencia for sale. Experience the black cherry, blackberry, and raspberry flavors of Mencia, which pair well with roasted meats.";"wine-varietal/mencia";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p>One of Spain&rsquo;s red varietals was thought to be a clone of Cabernet Franc but after DNA testing, it was proved not to be related. It was concluded later on that the grape Jaen du Dao from Portugal is actually the same grape. Mencia is mostly found in the northwestern part of Spain in the regions of Bierzo, Ribeira Sacra and Valdeorras. Most of these wines were at first light, pale, and fragrant due to the result of Phylloxera which led to high yields and diluted wines. With changes and careful vineyard management, winemakers have been producing more complex and concentrated wines. Some interesting wines have been produced and winemakers are now finding more potential with the Mencia grape. The color is deep maroon with flavors of dark fruits like black cherry, blackberry, and raspberry. Mencia pairs well with roasted meats, and hard cheeses. Medium acid and firm tannins fill the mouth with hints of pepper.</p>
<p><a href=""https://theliquorstore.com/wine-varietal/muscat"">Up Next: Muscat</a></p>
<p>Learn more about The Liquor Store <a href=""https://theliquorstore.com/"">here</a>.</p>
<p></p>
<p></p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""513"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
